gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000634595,0.001004705430450857,0.2627118644067797,4060,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB245a_521O23,t__,0.1520874494213308,0.11187218843534151,0.2034475036621825
G000307855,0.0010239112690257838,0.22033898305084745,1922,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus azotoformans,t__,0.15478045476100744,0.11420193631144585,0.20641750056989241
G900155405,0.0010455178374225765,0.288135593220339,10554,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Negativicoccus,s__Negativicoccus massiliensis,t__,0.15780087770910756,0.11682048747710375,0.20974304113263362
G000426585,0.0010467182023335094,0.2711864406779661,3034,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella baroniae,t__,0.1579683936043066,0.11696588435367034,0.209927309956579
G001486445,0.001050319297066308,0.2754237288135593,6932,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__,s__Eggerthellaceae bacterium AT8,t__,0.1584707612451166,0.11740202436498723,0.2104798127246558
G900089455,0.0010659240409084361,0.6483050847457628,10062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Orrella,s__Orrella dioscoreae,t__,0.16064456952029327,0.11929107090068437,0.21286874844827464
G000163895,0.0010707255005521677,0.2542372881355932,862,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Filifactor,s__Filifactor alocis,t__,0.16131241520689532,0.11987201777292988,0.2136020996361982
G000027165,0.0011091371777020213,0.4406779661016949,557,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis,t__,0.16663796942807363,0.12451429680558322,0.21944033387575346
G000463355,0.0011103375426129544,0.3135593220338983,3413,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus intermedius,t__,0.16680390086494445,0.12465921123642773,0.2196219669842215
G001055885,0.0011187400969894848,0.3516949152542373,5963,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.1679645874361435,0.12567333715956136,0.22089203356183285
G001553215,0.0011499495846737408,0.2754237288135593,7138,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas somerae,t__,0.17226296019884202,0.12943576372962515,0.22558866137698466
G000283315,0.0011547510443174725,0.2584745762711864,1740,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus sp. OSY-SE,t__,0.17292246852678061,0.13001397683731347,0.22630833868539713
G001535965,0.001178758342536131,0.23728813559322035,7079,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.176212908597579,0.1329024692543567,0.22989532269788113
G000307875,0.0012207711144187833,0.2838983050847458,1923,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus bataviensis,t__,0.18194278155648624,0.13794662779153988,0.23612736323779793
G000208405,0.001224372209151582,0.2457627118644068,1215,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas sputigena,t__,0.18243223665274988,0.13837832898228658,0.2366588933689936
G000467065,0.001226772938973448,0.25,3433,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas fuscovaginae,t__,0.18275839324812937,0.13866607105577258,0.23701301660843585
G000147675,0.0012531809670139724,0.3644067796610169,670,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus stomatis,t__,0.18633837503204342,0.14182809101930552,0.24089628151898587
G000469305,0.00128919191434196,0.6949152542372882,3448,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalitalea,s__Faecalitalea cylindroides,t__,0.1911973592399241,0.14613040960059812,0.24615628196875897
G000635515,0.0013240024967590147,0.2669491525423729,4066,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB243_495N3,t__,0.19586946105036485,0.15027849331060053,0.25120273895814693
G000519165,0.0013420079704230085,0.3559322033898305,3752,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.19827648966206235,0.15241975448041786,0.2537984298995598
G000439065,0.0013876218370384597,0.3601694915254237,3352,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.20434519429595943,0.1578307736409123,0.2603304192634626
G000344275,0.0014080280405243195,0.3898305084745763,2270,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus oralis,t__Streptococcus oralis subsp. tigurinus,0.2070466781047533,0.16024507640963034,0.26323254662329865
G001485645,0.00144523935276324,0.3050847457627119,6930,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptobacter,s__Candidatus Kryptobacter tengchongensis,t__,0.21195157981295476,0.16463715221811132,0.26849315395665047
G000463505,0.0015196619772410813,0.3516949152542373,3414,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus anginosus,t__,0.2216791711885081,0.173379512606706,0.2788943692944432
G000261025,0.0016444999279781054,0.3728813559322034,1641,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.23775269879390382,0.18791337776292383,0.2959926709331188
G001683355,0.0017489316752292699,0.5296610169491526,7691,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella scopos,t__,0.2509672173331563,0.19993985773153408,0.3099719231727594
G000286635,0.0018113506505977818,0.3771186440677966,1788,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. ACP1,t__,0.2587660447890352,0.20706882416404992,0.31819078933463574
G000024945,0.0018569645172132328,0.3771186440677966,511,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella parvula,t__,0.2644185295859699,0.21224982926185276,0.3241336859895644
G001553335,0.001898977289095885,0.3686440677966102,7140,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella parvula,t__,0.269590130640181,0.21700015723119484,0.3295608965892006
G001429825,0.0025483747059105964,0.7457627118644068,6571,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus sp. Soil531,t__,0.34543518411417207,0.2876808129552802,0.4081407791212934
G000220255,0.002604791856724444,0.4872881355932203,1315,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella pallens,t__,0.3516729063081576,0.29357194300445966,0.4145252785234935
G000185845,0.0027248283478177367,0.4491525423728814,1052,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella salivae,t__,0.3647644244305257,0.3059719924708215,0.4278889005430415
G000613925,0.0028652710423968885,0.4661016949152542,3942,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella histicola,t__,0.3797745518975597,0.3202480231128585,0.44315230065361955
G000469345,0.0034174389014260337,0.7796610169491526,3450,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium ramulus,t__,0.43569378458342667,0.37396236565205176,0.4994851449415433
G000308495,0.00594540740385077,0.8898305084745762,1935,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia brevicatena,t__,0.6371654606053878,0.5740780693748919,0.6958589870626457
G000195375,0.0060090267441302156,0.9110169491525424,1144,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus rhamnosus,t__,0.6412414288863797,0.5782357876180627,0.6997226385946914
G001294685,0.01172636481490373,0.9110169491525424,6174,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,s__Idiomarina abyssalis,t__,0.8741720017602053,0.8257800391598927,0.9105779937640573
G000463075,8.882700340903635e-05,0.00423728813559322,3410,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus plantarum,t__,0.014366242378182292,0.005194711318069603,0.03909423386858154
G001458535,0.00021006385941326164,0.00847457627118644,6813,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.033677177540176406,0.017124964131947095,0.06516725805809916
G000159435,0.0005077543573246266,0.03389830508474576,818,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus vaginalis,t__,0.07966800422936948,0.05147637661298299,0.12132426019410336
G000938305,0.0007202189465597542,0.05084745762711865,5067,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. LTSP885,t__,0.11128306912956898,0.07722506945574664,0.15779296173456062
G000194925,0.0007502280693330772,0.06779661016949153,1135,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria bacilliformis,t__,0.11566904127782673,0.08088292589773194,0.16276655234996387
G000463665,0.001099534258414558,0.0847457627118644,3416,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium granulosum,t__,0.16530944546050608,0.12335463222892107,0.2179855075475689
G001427915,0.00116195323378307,0.01694915254237288,6540,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__Phycicoccus sp. Root563,t__,0.17391084270743007,0.13088097779638255,0.22738642518351912
G000091765,0.0013083977529168868,0.0635593220338983,596,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus,t__,0.1937780926209759,0.14842034812226046,0.24894514075697755
G000241465,0.0015688769385893311,0.09745762711864407,1490,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas echinoides,t__,0.22805212610668735,0.17912917335509448,0.28568647149300797
G000006925,0.0016288951841359775,0.18220338983050846,8,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shigella,s__Shigella flexneri,t__,0.2357600799805868,0.18610586928004386,0.2938787719808115
G000755145,0.002025015604743842,0.18220338983050846,4648,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema putidum,t__,0.2849074761304283,0.231124698985448,0.34558038042145695
G000299455,0.002028616699476641,0.211864406779661,1862,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.28534079438548143,0.23152544096477504,0.3460323943309187
G001421095,0.0023047006289912135,0.0423728813559322,6453,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Candidatus Bacteroides periocalifornicus,t__,0.31785966829830037,0.2617742278841088,0.3797796678188284
G001190755,0.0023791232534690547,0.1016949152542373,6031,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter ureolyticus,t__,0.3263920192173304,0.2697659157709675,0.388579362262549
G000174815,0.0027200268881740048,0.288135593220339,957,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas endodontalis,t__,0.36424543614354543,0.3054794998939862,0.4273600414625814
G000413035,0.0030801363614538823,0.21610169491525424,2779,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema medium,t__,0.40211160571805793,0.3416057121959358,0.46575318927064374
G000468055,0.0033670235751668506,0.1906779661016949,3437,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema lecithinolyticum,t__,0.4307869788994615,0.36921646289532367,0.4945746175955716
G000318295,0.004180870984779373,0.2966101694915254,2077,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 326,t__,0.5053964330403238,0.4420351572605453,0.5685848431662243
G000764535,0.0047750516156911706,0.03389830508474576,4745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas taxi,t__,0.5540493067635737,0.4902699923815649,0.616097242532058
G000379965,0.0048818840927642,0.4067796610169492,2529,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nanceiensis,t__,0.562312261329708,0.49852114617775056,0.6241073080196122
G000220235,0.005251596485331541,0.461864406779661,1314,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nigrescens,t__,0.5898243379318665,0.5261200474573595,0.6506512568546992
G000309465,0.0060558409756566,0.4957627118644068,1953,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Poinsettia branch-inducing phytoplasma,t__,0.6442134093841696,0.58127032280884,0.7025368620040925
G000173675,0.006568396792624958,0.288135593220339,944,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sputigena,t__,0.6752838443905698,0.6131472677562496,0.731805497954707
G001293525,0.006660824890766793,0.5254237288135594,6165,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Ideonella,s__Ideonella sakaiensis,t__,0.6806093988482793,0.6186397975778887,0.7367934818707623
G000158215,0.007097757718346377,0.4957627118644068,794,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium periodonticum,t__,0.7046963750659152,0.6435921721657958,0.7592434739571825
G000145555,0.007161377058625822,0.2542372881355932,654,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.7080581378874241,0.6470894907310404,0.7623619926185553
G000144735,0.007306621212848706,0.2838983050847458,644,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.7155990872412339,0.6549481189489041,0.7693437014821101
G000145515,0.007363038363662554,0.2711864406779661,653,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.718478632277497,0.6579540067272742,0.7720046623953678
G000008345,0.007635521198444327,0.2669491525423729,51,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.7320050175364745,0.6721120750432201,0.7844660696014183
G000309485,0.00803044125414126,0.5296610169491526,1954,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Milkweed yellows phytoplasma,t__,0.7505291380500752,0.6916076391676281,0.8014253574671996
G000379145,0.008062851106736449,0.11440677966101695,2501,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium elkanii,t__,0.7519946216961011,0.6931554403651176,0.8027615792585855
G000008185,0.009129975512555816,0.2245762711864407,48,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema denticola,t__,0.7959559788355158,0.7399933335620322,0.8424381722219484
G000613505,0.011321841839919335,0.4830508474576271,3938,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oris,t__,0.8642234227739031,0.8146468161818088,0.9021327447605929
G000007325,0.013834205598501945,0.5466101694915254,21,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium nucleatum,t__Fusobacterium nucleatum subsp. nucleatum,0.9157299079423988,0.8732897325113023,0.9448528751665055
G001854465,0.014416382580304414,0.5720338983050848,9383,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium nucleatum,t__,0.9246568712016039,0.8837658930304425,0.9519446809158444
G000158275,0.015141402986507898,0.5805084745762712,795,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium nucleatum,t__Fusobacterium nucleatum subsp. animalis,0.934511392512335,0.8954793876654726,0.9596245558906217
G001046855,0.06668267153214577,0.9449152542372882,5929,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Tetrasphaera,s__Tetrasphaera japonica,t__,0.9999992376106627,0.9839818408427462,0.9999999999642951
G000300995,0.07160656839679262,0.9830508474576272,1885,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,g__Alcanivorax,s__Alcanivorax hongdengensis,t__,0.9999997674174004,0.9839828834523726,0.9999999999966768
G001747495,0.07853147356796467,0.961864406779661,7856,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Cloacibacterium,s__Cloacibacterium normanense,t__,0.9999999571641303,0.9839832568644045,0.9999999999998874
G001618265,0.14466077687617038,0.9491525423728814,7468,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Waddliaceae,g__Waddlia,s__Waddlia chondrophila,t__,0.9999999999999986,0.9839833411638532,1.0
