gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000307855,0.0009746963076775339,0.21610169491525424,1922,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus azotoformans,t__,0.1507418564338533,0.11070988152261385,0.20196172840758064
G000296385,0.0009746963076775339,0.3516949152542373,1813,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum sp. OBRC5-5,t__,0.1507418564338533,0.11070988152261385,0.20196172840758064
G001055885,0.0010347145532241802,0.3177966101694915,5963,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.15932026837032465,0.11813989930471344,0.211413739503739
G001486445,0.0010431171076007108,0.2838983050847458,6932,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__,s__Eggerthellaceae bacterium AT8,t__,0.16051500658093742,0.1191783982291707,0.21272644557187154
G900155405,0.0010467182023335094,0.3008474576271186,10554,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Negativicoccus,s__Negativicoccus massiliensis,t__,0.16102656951538408,0.1196233322303552,0.21328825038159183
G000426585,0.001050319297066308,0.3347457627118644,3034,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella baroniae,t__,0.16153785199591297,0.12006818295270516,0.21384958654618064
G900089455,0.0010911317040380277,0.673728813559322,10062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Orrella,s__Orrella dioscoreae,t__,0.16731282535506053,0.12510377610674708,0.22017894855427125
G000027165,0.001103135353147357,0.4703389830508475,557,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis,t__,0.16900452118943965,0.12658262713304294,0.22202929856666606
G000463355,0.0011259422864550823,0.3474576271186441,3413,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus intermedius,t__,0.1722102225565001,0.12938953751824517,0.2255311016653312
G000307875,0.001128343016276948,0.3050847457627119,1923,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus bataviensis,t__,0.17254701632382174,0.12968477505781426,0.22589866303866676
G000163895,0.001131944111009747,0.2457627118644068,862,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Filifactor,s__Filifactor alocis,t__,0.17305197565327746,0.13012754900749546,0.2264496322252849
G001553215,0.00113314447592068,0.2669491525423729,7138,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas somerae,t__,0.1732202337626183,0.13027511827039695,0.22663318931559767
G000147675,0.0011655543285158689,0.3728813559322034,670,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus stomatis,t__,0.1777515657762695,0.13425523337308146,0.23157058464234367
G000283315,0.0011703557881596004,0.2923728813559322,1740,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus sp. OSY-SE,t__,0.17842096858931322,0.13484416780395547,0.23229901264459613
G001535965,0.001206366735487588,0.25,7079,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.18342586240376024,0.13925510197974433,0.2377375427442271
G000318095,0.0012255725740625148,0.2584745762711864,2074,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Prevotella sp. oral taxon 473,t__,0.18608389134304537,0.14160309680048855,0.24062046031665885
G000208405,0.0012483795073702404,0.288135593220339,1215,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas sputigena,t__,0.18923017129320552,0.14438713670855238,0.2440281945237859
G000467065,0.0012699860757670331,0.2627118644067797,3433,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas fuscovaginae,t__,0.19220074006260945,0.1470203338785455,0.24724097771954298
G000469305,0.001303596293273155,0.7288135593220338,3448,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalitalea,s__Faecalitalea cylindroides,t__,0.19680212251832674,0.15110784120216655,0.2522088377614207
G000635515,0.0013168003072934172,0.2627118644067797,4066,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB243_495N3,t__,0.19860333150826914,0.1527107260264917,0.25415067221721144
G000439065,0.0013564123493542035,0.3474576271186441,3352,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.20398511638698658,0.15750923113037338,0.2599433404461008
G000519165,0.0013576127142651366,0.326271186440678,3752,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.2041476904919417,0.157654399083623,0.26011811291481207
G001485645,0.0014020262159696547,0.288135593220339,6930,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptobacter,s__Candidatus Kryptobacter tengchongensis,t__,0.2101419066845137,0.16301541050864277,0.2665535192434433
G000344275,0.0014188313247227157,0.4067796610169492,2270,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus oralis,t__Streptococcus oralis subsp. tigurinus,0.21239933939882105,0.1650386410420513,0.26897284107938824
G000463505,0.001447640082585106,0.3898305084745763,3414,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus anginosus,t__,0.21625567381820787,0.16850017865562625,0.27310044111908016
G000261025,0.001619292264848514,0.3432203389830508,1641,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.23888145039423936,0.1889379758968595,0.2971894183412677
G001683355,0.00165050175253277,0.4915254237288136,7691,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella scopos,t__,0.2429311824926631,0.19261818264485983,0.3014789494353183
G000286635,0.001789744082200989,0.3940677966101695,1788,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. ACP1,t__,0.26076263480222095,0.20889754614718375,0.3202912899757197
G000024945,0.0018173524751524462,0.3559322033898305,511,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella parvula,t__,0.26425265490626915,0.21209762518848574,0.3239594542198385
G001553335,0.0019517933451769338,0.3728813559322034,7140,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella parvula,t__,0.28103501707893885,0.22754618331670695,0.34153802569818814
G001429825,0.002561578719930859,0.7669491525423728,6571,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus sp. Soil531,t__,0.3528745523245077,0.29470810029521827,0.4157539205568637
G000220255,0.0026396024391414988,0.4915254237288136,1315,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella pallens,t__,0.3615785575840993,0.30294995850623435,0.4246412546995291
G000185845,0.0027020214145100107,0.461864406779661,1052,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella salivae,t__,0.368464684815328,0.30948551568945515,0.431657366477636
G000613925,0.002864070677485956,0.461864406779661,3942,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella histicola,t__,0.3860266464506892,0.3262125060524375,0.4494917314893619
G000469345,0.0034006337926729725,0.7923728813559322,3450,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium ramulus,t__,0.4410354600221722,0.379135864589359,0.5048238852954955
G000195375,0.006005425649397416,0.9152542372881356,1144,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus rhamnosus,t__,0.6491344228370772,0.5863004192792975,0.7071911560522435
G000308495,0.006067844624765928,0.8983050847457628,1935,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia brevicatena,t__,0.653095064401594,0.5903538784464434,0.7109321075247091
G001458535,0.0002280693330772555,0.012711864406779662,6813,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.03726555320021907,0.019586044271517986,0.06976798166116795
G000008925,0.0006722043501224373,0.05508474576271186,69,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus salivarius,t__,0.10629809286425307,0.07309025802435834,0.1521175059636128
G000938305,0.000753829164065876,0.0635593220338983,5067,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. LTSP885,t__,0.11849186172631976,0.08324654101525858,0.1659581538252649
G000238095,0.000989100686608729,0.1016949152542373,1463,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoanaerobacter,s__Peptoanaerobacter stomatis,t__,0.15280782214460897,0.11249492765801569,0.20424243395777744
G000463665,0.0011091371777020213,0.1016949152542373,3416,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium granulosum,t__,0.1698492084842288,0.1273216612246044,0.2229525809282352
G001427915,0.0011199404619004177,0.01694915254237288,6540,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__Phycicoccus sp. Root563,t__,0.17136769811669272,0.12865125283562012,0.2246113263213685
G000091765,0.001273587170499832,0.059322033898305086,596,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus,t__,0.192694879732622,0.1474587848133222,0.24777497719176733
G000241465,0.001476448840447496,0.09745762711864407,1490,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas echinoides,t__,0.22009494629332482,0.17195291836522994,0.2772032617248844
G000755145,0.0019902050223267872,0.1694915254237288,4648,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema putidum,t__,0.2857657732899297,0.2319185318605595,0.3464756477597805
G000299455,0.0020970374993998175,0.21610169491525424,1862,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.29877496629553757,0.2439805650136177,0.3600152730057293
G001421095,0.002416334565707975,0.059322033898305086,6453,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Candidatus Bacteroides periocalifornicus,t__,0.33638289607620286,0.2791515332324697,0.3988554575865468
G001190755,0.0024547462428578287,0.13135593220338984,6031,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter ureolyticus,t__,0.34078117770836525,0.28329271414097623,0.4033699483896297
G000174815,0.002718826523263072,0.288135593220339,957,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas endodontalis,t__,0.37030701902559315,0.31123628974084216,0.43353224476976326
G000413035,0.0029937100878667114,0.2288135593220339,2779,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema medium,t__,0.3997534758069149,0.33934469309773657,0.463373487271113
G000468055,0.00335021846641379,0.1906779661016949,3437,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema lecithinolyticum,t__,0.43606616524688835,0.3743227864969777,0.49985755683545297
G000318295,0.004226484851394824,0.2669491525423729,2077,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 326,t__,0.5169130751214577,0.4533993466923713,0.579885021642363
G000764535,0.004742641763095981,0.03389830508474576,4745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas taxi,t__,0.5593852288054955,0.49559630882495903,0.6212718428866637
G000379965,0.005017525327699621,0.423728813559322,2529,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nanceiensis,t__,0.580567018766188,0.5168116938990477,0.6417415147272818
G000220235,0.005233591011667547,0.4788135593220339,1314,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nigrescens,t__,0.5965492131660706,0.5328960322977345,0.6571096024180485
G000309465,0.00593700484947424,0.5,1953,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Poinsettia branch-inducing phytoplasma,t__,0.6447445255606155,0.5818128809644799,0.7030395227881433
G000173675,0.006534786575118836,0.2711864406779661,944,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sputigena,t__,0.6814265216894733,0.6194833055135506,0.7375580444619386
G001293525,0.0067124405819369085,0.538135593220339,6165,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Ideonella,s__Ideonella sakaiensis,t__,0.6916259460410088,0.6300294375640785,0.7470840397141547
G000158215,0.006992125606184281,0.5423728813559322,794,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium periodonticum,t__,0.707065885506191,0.6460568421229584,0.7614419215999102
G000145555,0.00723820041292553,0.2669491525423729,654,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.7200484184133691,0.6595938555044563,0.7734541004319619
G000145515,0.0072994190233831085,0.2627118644067797,653,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.7231933375915522,0.6628816785234093,0.7763553735742867
G000144735,0.007352235079464157,0.2796610169491525,644,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.7258799346383749,0.6656930587859403,0.7788311267887428
G000008345,0.0076199164546022,0.3093220338983051,51,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.7391237798657129,0.6795892571237088,0.7909983746042804
G000379145,0.008108464973351898,0.09745762711864407,2501,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium elkanii,t__,0.7617586642644645,0.7034891943215831,0.8116431357614886
G000309485,0.00818288759782974,0.5508474576271186,1954,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Milkweed yellows phytoplasma,t__,0.7650400135345145,0.7069704687956454,0.8146194473239646
G000008185,0.009301627694819225,0.25,48,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema denticola,t__,0.8095097297432757,0.7546084150572543,0.8544964209337669
G000613505,0.011498295481826475,0.5,3938,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oris,t__,0.8747041347084433,0.8263777774522838,0.9110274753843675
G000007325,0.013998655591299756,0.5338983050847458,21,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium nucleatum,t__Fusobacterium nucleatum subsp. nucleatum,0.9230291341949117,0.8818467501039604,0.9506604916455645
G001854465,0.014578431843280358,0.5635593220338984,9383,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium nucleatum,t__,0.9313542503623837,0.8917080555735828,0.9571827374200348
G000158275,0.01516661064963749,0.5720338983050848,795,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium nucleatum,t__Fusobacterium nucleatum subsp. animalis,0.9389138844020093,0.9007704635831655,0.9629974373310257
G001276625,0.027860469582753157,0.9703389830508474,6113,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Achromatium,s__Achromatium sp. WMS1,t__,0.995620856827318,0.9761567412796359,0.9992085920232392
G001046855,0.06702237480193979,0.9533898305084746,5929,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Tetrasphaera,s__Tetrasphaera japonica,t__,0.9999995149333637,0.9839823865833313,0.9999999999855458
G000300995,0.07145652278292601,0.9830508474576272,1885,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,g__Alcanivorax,s__Alcanivorax hongdengensis,t__,0.9999998383212768,0.9839830229871215,0.9999999999983941
G001747495,0.07820737504201278,0.9533898305084746,7856,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Cloacibacterium,s__Cloacibacterium normanense,t__,0.9999999702798019,0.9839832826755508,0.9999999999999458
G001618265,0.14467638162001248,0.9449152542372882,7468,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Waddliaceae,g__Waddlia,s__Waddlia chondrophila,t__,0.9999999999999994,0.983983341163855,1.0
G001560465,0.23415038171604166,0.9491525423728814,7179,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus acidocaldarius,t__,1.0,0.9839833411638562,1.0000000000000002
